theta,realPhi,imagPhi,absPhi
9.411657629373268,0.009770579305316987,-0.00576275080261629,0.011343434963649382
9.677727170796633,0.014269192645028208,-0.0067042525705698405,0.01576568619727411
9.933540661672094,0.018195501316490698,-0.012573212976238084,0.022117005961573018
10.178827001486756,0.014821885936410765,-0.019797424027195313,0.024731079653434896
10.413326245938679,0.011836935814484159,-0.019451005628624736,0.02276959967678415
10.636789882406799,0.01353498480975441,-0.02165003683126583,0.025532722310702586
10.84898109330242,0.012851467249402936,-0.02496846907005712,0.02808174955669385
11.049675007021266,0.012778177746890931,-0.02817536449894692,0.030937566018994722
11.238658936226962,0.012267698821137192,-0.028998761755937533,0.031486895968700315
11.415732603207953,0.013292163126021302,-0.032236049070564016,0.03486896127286518
11.580708352059538,0.013006998030879952,-0.03187713866618067,0.03442867943035611
11.733411347448696,0.013756926834840056,-0.03442145246835889,0.03706871222433594
11.873679759717737,0.013938892509640333,-0.03224540199881199,0.03512917127488629
12.001364936063585,0.015906969647196446,-0.036939303669297104,0.04021870011486417
12.116331557467774,0.01371035971837147,-0.03179746986217043,0.034627345454752656
12.218457780880538,0.019037469378644804,-0.0355031035641215,0.04028517845346568
12.307635365676125,0.016288151486049583,-0.03795948715786523,0.04130649518079008
12.383769781897918,0.016290982280172988,-0.03803836926482095,0.04138011164774433
12.446780292506226,0.014885063486153403,-0.02952275272202653,0.0330629406325684
12.496599978853657,0.012505509684111831,-0.018684373658010223,0.022483184637670017
12.533175543730428,0.008133018961493004,-0.01108249012687951,0.013746548106356976
12.556465392869734,0.0050159789769413776,-0.0035059257301735,0.006119767995815728
12.566370614359172,-0.0,-0.0,0.0
