ky_rhoi,omega_R_over_cs,gamma_R_over_cs,omega_cs_over_Ln,gamma_cs_over_Ln,eigen_residual,field_residual,wall_seconds,assembly_seconds,factorization_seconds,eigensolve_seconds,operator_calls,quick
0.1,-0.21318944421229927,0.07974323018928603,-0.09603128117671138,0.03592037395913785,3.4381313396282157e-11,3.891477070515737e-16,13.90279608295532,2.94376962503884,9.867973874963354,0.9693011670024134,21,False
0.2,-0.48728507259618187,0.2072346027625113,-0.21949778044873056,0.09334892016329337,8.308932992542222e-13,4.976732725044094e-16,13.811187540995888,3.4367791669792496,9.64959225000348,0.6219915839610621,13,False
0.3,-0.7778599204589679,0.26444154061408937,-0.35038735155809364,0.11911781108742762,1.954091999311193e-15,3.6041793194110716e-16,12.773648875008803,3.016913792002015,9.059459708980285,0.5069338330067694,9,False
0.4,-1.0464682936761776,0.2336255546932213,-0.4713821142685484,0.10523673634829787,7.064651060549368e-13,2.945268519474102e-16,12.644022624997888,2.7556290840147994,9.14236770797288,0.6767097499687225,17,False
0.5,-1.262842379841044,0.1394933500558399,-0.568847918847317,0.06283484236749545,6.551278759297814e-12,2.846622157072771e-16,13.038671999995131,2.6696662079775706,9.513778458989691,0.7386104590259492,17,False
0.6,-1.4682559570135643,0.025366742268814718,-0.6613765572133172,0.01142646048144807,4.097985544088246e-12,3.0074690184446494e-16,13.422574000025634,3.05753295798786,9.353386333968956,0.9096741669927724,21,False
